epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2223.6,0.09014,1.13883,0.89027,0.69235,0.76256,0.78228,0.76288,0.14265,1.73158,1.07137,0.00628101,0.00628101,0.00628101
44,2276.21,0.08912,1.13885,0.88779,0.69529,0.7589,0.78426,0.76461,0.16211,1.59006,1.07991,0.00612981,0.00612981,0.00612981
45,2327.94,0.08835,1.12695,0.89019,0.69317,0.76308,0.78406,0.75966,0.15987,1.55812,1.07837,0.00597754,0.00597754,0.00597754
46,2378.37,0.08686,1.12453,0.88902,0.69906,0.75932,0.78554,0.77547,0.11729,1.4212,1.06955,0.00582435,0.00582435,0.00582435
47,2430.96,0.08646,1.12121,0.88979,0.69821,0.76919,0.78709,0.78622,0.03868,1.28765,1.04426,0.0056704,0.0056704,0.0056704
48,2483.7,0.08547,1.118,0.88988,0.70793,0.75764,0.78846,0.78826,0.03198,1.29383,1.04146,0.00551584,0.00551584,0.00551584
49,2535.2,0.08502,1.11366,0.89121,0.71079,0.76186,0.7886,0.78841,0.03115,1.33434,1.0413,0.00536081,0.00536081,0.00536081
50,2585.88,0.08377,1.10555,0.88931,0.71358,0.75638,0.78915,0.78897,0.02917,1.28797,1.04122,0.00520548,0.00520548,0.00520548
51,2635.85,0.08281,1.10766,0.88897,0.72011,0.75182,0.78947,0.78922,0.02561,1.22857,1.04115,0.00505,0.00505,0.00505
52,2686.21,0.08302,1.10181,0.88721,0.72101,0.75177,0.79017,0.78992,0.0244,1.21425,1.0412,0.00489452,0.00489452,0.00489452
53,2739.26,0.08165,1.10357,0.88861,0.7175,0.75287,0.79141,0.79117,0.02342,1.19669,1.04107,0.00473919,0.00473919,0.00473919
54,2792.9,0.08077,1.10118,0.88742,0.71498,0.75325,0.79199,0.79169,0.02465,1.19237,1.04112,0.00458416,0.00458416,0.00458416
55,2844.44,0.07921,1.10054,0.8879,0.71198,0.76413,0.7928,0.79245,0.02452,1.16029,1.04109,0.0044296,0.0044296,0.0044296
56,2898.16,0.07834,1.09165,0.88825,0.71302,0.76116,0.79362,0.79333,0.02385,1.165,1.04102,0.00427565,0.00427565,0.00427565
57,2951.52,0.07749,1.09105,0.88802,0.71255,0.76277,0.79429,0.79397,0.02364,1.15063,1.04102,0.00412246,0.00412246,0.00412246
58,3005.33,0.07652,1.08691,0.88734,0.71397,0.76144,0.79473,0.79452,0.0233,1.13717,1.04095,0.00397019,0.00397019,0.00397019
59,3057.81,0.07618,1.08235,0.88928,0.71388,0.76271,0.7954,0.79524,0.02408,1.13567,1.04098,0.00381899,0.00381899,0.00381899
60,3109.69,0.07439,1.07171,0.88628,0.71411,0.763,0.79544,0.79529,0.02471,1.12879,1.041,0.00366899,0.00366899,0.00366899
61,3162.43,0.07436,1.07274,0.88805,0.71621,0.76198,0.79576,0.79561,0.02455,1.12723,1.041,0.00352037,0.00352037,0.00352037
62,3214.85,0.07421,1.06697,0.88721,0.71816,0.75887,0.79615,0.79593,0.02493,1.13216,1.04104,0.00337325,0.00337325,0.00337325
63,3265.74,0.07199,1.06888,0.88667,0.71442,0.76367,0.79658,0.79636,0.02539,1.13203,1.04102,0.00322778,0.00322778,0.00322778
64,3316.78,inf,1.06168,0.88685,0.71118,0.76612,0.79683,0.79655,0.025,1.14788,1.04105,0.00308412,0.00308412,0.00308412
65,3369.05,0.07077,1.0539,0.88669,0.71853,0.76278,0.7971,0.79677,0.02469,1.15334,1.04104,0.00294239,0.00294239,0.00294239
66,3419.92,0.07064,1.05174,0.88723,0.72229,0.7578,0.79767,0.79735,0.02501,1.15422,1.04105,0.00280275,0.00280275,0.00280275
67,3473.89,0.0699,1.05463,0.88801,0.72472,0.75657,0.7976,0.79734,0.02557,1.16237,1.04109,0.00266532,0.00266532,0.00266532
68,3523.35,0.06878,1.05234,0.88838,0.72687,0.75449,0.79814,0.79798,0.02602,1.16355,1.04107,0.00253024,0.00253024,0.00253024
69,3572.7,0.06784,1.04706,0.8864,0.73047,0.75137,0.7986,0.79844,0.02652,1.15444,1.04107,0.00239766,0.00239766,0.00239766
70,3621.95,inf,1.04397,0.88873,0.7217,0.75895,0.79901,0.79884,0.02671,1.14112,1.04107,0.00226769,0.00226769,0.00226769
71,3671.83,0.06604,1.03395,0.88625,0.72849,0.75258,0.79882,0.79863,0.02673,1.13149,1.04107,0.00214046,0.00214046,0.00214046
72,3723.13,0.06464,1.02922,0.88697,0.73078,0.75071,0.79873,0.79852,0.02578,1.12596,1.04106,0.00201611,0.00201611,0.00201611
73,3775.94,0.06472,1.02951,0.88655,0.7291,0.75164,0.79904,0.79883,0.02553,1.11871,1.04106,0.00189475,0.00189475,0.00189475
74,3825.82,0.06393,1.02462,0.88472,0.72753,0.75452,0.79972,0.79949,0.02516,1.10706,1.04105,0.00177651,0.00177651,0.00177651
75,3877.34,0.06374,1.01457,0.88566,0.72702,0.75446,0.79993,0.79972,0.02477,1.0948,1.04104,0.00166149,0.00166149,0.00166149
76,3927.53,0.06371,1.01662,0.88562,0.7264,0.75597,0.80029,0.8001,0.02464,1.09446,1.04104,0.00154982,0.00154982,0.00154982
77,3980.87,0.0623,1.00937,0.88545,0.72688,0.75658,0.80057,0.80037,0.02468,1.08681,1.04106,0.00144161,0.00144161,0.00144161
78,4033.09,0.0619,0.99806,0.88613,0.73105,0.75222,0.80037,0.80018,0.02436,1.08753,1.04106,0.00133695,0.00133695,0.00133695
79,4084.72,0.06139,1.00585,0.8857,0.73341,0.75,0.8004,0.80021,0.02444,1.0867,1.04107,0.00123596,0.00123596,0.00123596
80,4135.19,0.0604,1.00089,0.8847,0.73406,0.74848,0.80031,0.80012,0.0242,1.08871,1.04108,0.00113873,0.00113873,0.00113873
81,4187.25,0.06083,0.99531,0.88617,0.73456,0.74654,0.80041,0.80019,0.0239,1.08969,1.04107,0.00104537,0.00104537,0.00104537
82,4239.54,inf,0.99405,0.88602,0.72864,0.75593,0.80057,0.80032,0.0239,1.08997,1.04108,0.000955951,0.000955951,0.000955951
83,4290.67,inf,0.98904,0.88646,0.72874,0.75357,0.80044,0.80018,0.024,1.0893,1.0411,0.000870577,0.000870577,0.000870577
84,4342.7,0.05798,0.99075,0.88734,0.72042,0.76657,0.80038,0.80012,0.02407,1.09506,1.04111,0.000789327,0.000789327,0.000789327
85,4394.62,0.05848,0.989,0.88507,0.71775,0.76822,0.80002,0.79977,0.02422,1.10496,1.04112,0.000712282,0.000712282,0.000712282
86,4446.31,0.05763,0.98506,0.8845,0.7154,0.76918,0.79984,0.79962,0.02408,1.11691,1.04109,0.000639518,0.000639518,0.000639518
87,4498.71,0.05736,0.98171,0.88482,0.71373,0.76998,0.79971,0.79952,0.0241,1.12726,1.0411,0.000571106,0.000571106,0.000571106
88,4550.93,0.05708,0.97477,0.88528,0.71087,0.77198,0.79963,0.79944,0.02397,1.13707,1.0411,0.000507115,0.000507115,0.000507115
89,4603.44,0.05697,0.9743,0.88538,0.70906,0.77496,0.79956,0.79938,0.02377,1.14505,1.0411,0.000447606,0.000447606,0.000447606
90,4655.78,0.05638,0.97443,0.88482,0.70945,0.774,0.79957,0.79939,0.02353,1.15219,1.0411,0.00039264,0.00039264,0.00039264
91,4707.7,0.04781,0.49531,0.90356,0.71002,0.77449,0.80012,0.79995,0.02323,1.11822,1.04107,0.00034227,0.00034227,0.00034227
92,4759.07,0.04166,0.46264,0.90136,0.71156,0.77247,0.80118,0.80102,0.02298,1.07957,1.04105,0.000296546,0.000296546,0.000296546
93,4810.95,0.04086,0.44982,0.89939,0.71286,0.76996,0.8021,0.80193,0.02306,1.03899,1.04103,0.000255513,0.000255513,0.000255513
94,4862.49,0.04019,0.44366,0.89683,0.7133,0.76869,0.8029,0.8028,0.02333,1.00254,1.04101,0.000219212,0.000219212,0.000219212
95,4914.53,0.03955,0.44071,0.89874,0.71402,0.76926,0.80377,0.80367,0.02353,0.96663,1.04098,0.000187678,0.000187678,0.000187678
96,4966.38,0.0402,0.43511,0.89756,0.71437,0.7689,0.80492,0.80482,0.02331,0.93499,1.04095,0.000160943,0.000160943,0.000160943
97,5019.49,0.03944,0.42834,0.89819,0.71426,0.76828,0.80604,0.80594,0.02316,0.90339,1.04091,0.000139032,0.000139032,0.000139032
98,5071.82,0.03883,0.43157,0.89684,0.71524,0.76886,0.80714,0.80704,0.02286,0.87485,1.04085,0.000121968,0.000121968,0.000121968
99,5123.28,0.03934,0.42509,0.90044,0.71611,0.76908,0.80816,0.80809,0.02255,0.84754,1.04083,0.000109768,0.000109768,0.000109768
100,5175.1,0.03898,0.42525,0.8973,0.71551,0.77191,0.80922,0.80914,0.02217,0.82223,1.04078,0.000102443,0.000102443,0.000102443
